cep,cnpj,data_abertura,municipio,nome_fantasia,razao_social,situacao,uf
10359576000101,CARTONAGEM E EMBALAGENS BELO HORIZONTE LTDA,ALICERCE EDITORA,MG,BELO HORIZONTE,31.130-080,23/09/2008,ATIVA
19755760000137,CICERO SOARES LIMA 71488197172,NETPRINTT,,,,19/02/2014,BAIXADA
14899315000127,CASSIA MICHELE BELO SOARES STUDIO FOTOGRAFICO,FOTOLOOK AGENCIA E STUDIO FOTOGRAFICO,DF,BRASILIA,70.867-520,17/01/2012,ATIVA
21979574000123,HELIO PEREIRA DOS SANTOS 49303554191,HELIO FOTOGRAFIA,DF,BRASILIA,72.145-818,04/03/2015,ATIVA
12867952000196,JORNAL VETOR LTDA,JORNAL VETOR NORTE,MG,BELO HORIZONTE,30.441-194,16/11/2010,ATIVA
16671290000135,REVISTA CONCEITO LTDA,,MG,GOVERNADOR VALADARES,35.010-200,09/08/2012,ATIVA
26151105000135,YOSHIMI BARROS FUKUROZAKI 03671018151,YK FOTOGRADIA E EVENTOS,,,,12/09/2016,BAIXADA
34028316596510,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,ECT DR MG AG PARANA,MG,BELO HORIZONTE,30.120-020,04/12/1991,ATIVA
21599444000165,ACF MINAS CENTRO SERVICOS LTDA,,MG,BELO HORIZONTE,30.180-030,21/11/1985,ATIVA
00184325000171,ARAGUAIA PALACE HOTEL LTDA,ARAGUAIA PALACE HOTEL,MT,ALTO ARAGUAIA,78.780-000,09/06/1983,ATIVA
62413877004159,MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA.,MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA,SP,SAO PAULO,01.311-300,13/12/2013,ATIVA
12305622000107,PONTUAL LOC CAR LTDA,,MG,BELO HORIZONTE,30.411-174,29/07/2010,ATIVA
02104236010247,DIRECAO ESTACIONAMENTOS S/A,NEY BERNIS,MG,BELO HORIZONTE,30.190-111,02/05/2014,ATIVA
69923712000189,CONDOMINIO DO EDIFICIO EMPRESARIAL AGAMENON MAGALHAES,,PE,RECIFE,52.020-000,01/04/1993,ATIVA
13901790000632,CJCM PETROLEO LTDA.,,PE,RECIFE,51.200-000,17/01/2017,ATIVA
01294927000144,PETROVEL PETROLEO VELOSO LTDA,PETROCAL BAIRRO DO RECIFE,PE,RECIFE,50.030-150,09/07/1996,ATIVA
09120240000102,POSTO NACIONAL - COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO AEROPORTO,PE,RECIFE,51.150-003,10/10/2007,ATIVA
04138271000169,D & F COMUNICACAO LTDA,D & F ASSESSORIA DE IMPRENSSA,PE,RECIFE,50.050-400,30/10/2000,ATIVA
04816477000109,FABER PRESS COMUNICACAO S/S LTDA,FABER PRESS COMUNICACAO,DF,BRASILIA,70.340-901,11/12/2001,ATIVA
07525425000325,B.L. SERVICE ADMINISTRADORA DE SERVICOS LTDA,,SP,GUARULHOS,07.190-972,20/12/2006,ATIVA
07234161000199,EXCLUSIVE SERVICE LOCADORA DE VEICULOS EIRELI,EXCLUSIVE SERVICE LOCADORA,DF,BRASILIA,73.252-200,22/02/2005,ATIVA
09047281000102,ARMAZEM CNB - ARMARINHO E COMERCIO DE ARTIGOS DE PAPELARIA LTDA,ARMAZEM CNB,DF,BRASILIA,70.077-900,31/08/2007,ATIVA
27398541000176,DINAMICA COMERCIO DE PAPELARIA LTDA,,DF,BRASILIA,70.234-510,28/03/2017,ATIVA
03292407000128,AUTO CENTER MAIARA DE JAPERI LTDA,,RJ,JAPERI,26.440-050,22/06/1999,ATIVA
42314534000132,AUTO POSTO CHACALTAYA LTDA,,RJ,RIO DE JANEIRO,22.790-701,18/02/1974,ATIVA
08638802000133,AUTO POSTO DE ABASTECIMENTO ESTRELA DO OCEANO LTDA,,RJ,RIO DE JANEIRO,22.620-170,01/02/2007,ATIVA
31190986000133,AUTO POSTO DE GASOLINA E SERVICOS L & Z LTDA,,RJ,RIO DE JANEIRO,22.785-091,03/10/1986,ATIVA
09632463000140,AUTO POSTO DE GASOLINA RECREIO LTDA,,RJ,RIO DE JANEIRO,22.793-970,26/05/2008,ATIVA
05062147000120,AUTO POSTO IGACABA LTDA,AUTO POSTO IGACABA,SP,MOGI-GUACU,13.845-374,14/05/2002,ATIVA
72568769000111,AUTO POSTO ITACORUMBA LTDA,,RJ,ENGENHEIRO PAULO DE FRONTIN,26.650-000,03/08/1993,ATIVA
05616264000198,AUTO POSTO LUAR DA RIO SAO PAULO LTDA,,RJ,RIO DE JANEIRO,23.075-246,08/04/2003,ATIVA
45351129000182,AUTO POSTO MANGALARGA LTDA,,SP,ORLANDIA,14.620-000,09/05/1973,ATIVA
03661061000198,AUTO POSTO MAP RECREIO LTDA.,,RJ,RIO DE JANEIRO,22.793-082,22/02/2000,ATIVA
29651114000183,AUTO POSTO MARAMAR LTDA,,RJ,RIO DE JANEIRO,22.790-701,07/10/1985,ATIVA
01797812000172,AUTO POSTO NOVO PEDAGIO LTDA,,RJ,SEROPEDICA,23.890-000,10/04/1997,ATIVA
08418219000117,AUTO POSTO RDG LTDA,,MG,JOAO PINHEIRO,38.770-000,27/10/2006,ATIVA
19356275000190,AUTO POSTO RYDER LTDA,POSTO MANDALA,RJ,RIO DE JANEIRO,22.640-101,03/12/2013,ATIVA
10216713000140,AUTO POSTO TREVO DAS AMERICAS LTDA,,RJ,RIO DE JANEIRO,23.032-050,02/07/2008,ATIVA
01369210000114,BARRA 3 POSTO DE GASOLINA LTDA,,RJ,RIO DE JANEIRO,22.793-082,05/08/1996,ATIVA
13210937000133,BRAZ-PETRO COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,BRAZ-PETRO COMBUSTIVEIS,MG,PARACATU,38.600-000,03/02/2011,ATIVA
45543915029163,CARREFOUR COMERCIO E INDUSTRIA LTDA,,RJ,RIO DE JANEIRO,22.631-004,28/06/2004,ATIVA
18467688000180,COMERCIAL BEIRA RIO LTDA,,MG,SAO GONCALO DO ABAETE,38.790-000,27/02/1976,ATIVA
02944029000157,J.P.X COMBUSTIVEIS E CONVENIENCIAS - BARRA LTDA,,RJ,RIO DE JANEIRO,22.793-080,19/01/1999,ATIVA
04971802000108,MATTAR E MATTAR AUTO POSTO LTDA.,POSTO FREEWAY RECREIO,RJ,RIO DE JANEIRO,22.793-082,18/03/2002,ATIVA
08369237000156,NETO COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO DA SOMBRA,MG,ARAGUARI,38.442-239,06/10/2006,ATIVA
17305026000140,OASIS COMBUSTIVEIS LTDA,,RJ,CAMPOS DOS GOYTACAZES,28.120-000,06/11/2012,ATIVA
06938456000183,AUTO POSTO NOVA UBAENSE LTDA,,RJ,SAO JOSE DE UBA,28.455-000,10/08/2004,ATIVA
39535059000110,POSTO BARRA LINDA LTDA,,RJ,RIO DE JANEIRO,22.793-081,19/05/1993,ATIVA
68656545000194,POSTO CAPIVARI LTDA,POSTO AMIGAO DE ITAIPAVA,RJ,PETROPOLIS,25.745-071,03/11/1992,ATIVA
34063982000182,POSTO DE GASOLINA CANARIO LTDA,,RJ,RIO DE JANEIRO,22.621-310,30/06/1970,ATIVA
00742248000128,POSTO DE GASOLINA KOHARA LTDA,,RJ,RIO DE JANEIRO,22.640-000,07/07/1995,ATIVA
31515901000140,POSTO DE GASOLINA LORD BARRA SUL LTDA,,RJ,RIO DE JANEIRO,22.793-082,09/06/1987,ATIVA
03087284000193,POSTO DE SERVICOS BIG DUTRA LTDA,,RJ,SEROPEDICA,23.890-000,12/04/1999,ATIVA
97468946000119,POSTO DE SERVICOS VIA 8 LTDA,,RJ,RIO DE JANEIRO,22.783-117,18/04/1994,ATIVA
31465255000153,POSTO EMBAIXADOR LTDA,CHURRASCARIA EMBAIXADOR,RJ,RESENDE,27.534-010,25/09/1970,ATIVA
14554644000136,POSTO GUARATIBA LTDA,,RJ,RIO DE JANEIRO,23.031-205,31/10/2011,ATIVA
03752681000132,POSTO IPIRANGAO DE TRES RIOS LTDA,POSTO IPIRANGAO,RJ,TRES RIOS,25.809-280,11/04/2000,ATIVA
01397530000188,POSTO PARAISO DAS AGUAS LTDA,,MG,NOVA LIMA,34.000-000,29/08/1996,ATIVA
05201063000120,POSTO PESQUE E PAGUE CIDADE DE TANGUA LTDA.,POSTO PESQUE E PAGUE,RJ,TANGUA,24.890-000,26/07/2002,ATIVA
27188960000183,POSTO RIO ESTORIL LTDA,POSTO RIO ESTORIL,RJ,RIO BONITO,28.800-000,08/04/1981,ATIVA
02579214000190,POSTO TREVO JB LTDA,,MG,CURVELO,35.790-000,24/06/1997,ATIVA
23761448000123,SAYONARA COMERCIO DE PETROLEO LTDA,,MG,JOAO PINHEIRO,38.770-000,20/10/1987,ATIVA
28358967000169,ELIAS FIGUEIREDO SOCIEDADE INDIVIDUAL DE ADVOCACIA,,RJ,RIO DE JANEIRO,20.040-901,19/07/2017,ATIVA
19374791000148,LOCAR 1000 LOCADORA DE VEICULOS LTDA,LOCAR1000,DF,BRASILIA,70.340-906,04/12/2013,ATIVA
09324949000111,AUTOPISTA FLUMINENSE S/A,,RJ,NITEROI,24.020-125,21/01/2008,ATIVA
06096181000188,ASSOCIACAO DOS MOTORISTAS DE TAXI AUTONOMOS DO BARRA SUL,,RJ,RIO DE JANEIRO,22.790-071,16/07/2003,ATIVA
00938574000105,CONCESSIONARIA RIO TERESOPOLIS S A,,RJ,MAGE,25.930-530,21/11/1995,ATIVA
00880446000158,COMPANHIA DE CONCESSAO RODOVIARIA JUIZ DE FORA - RIO,,RJ,DUQUE DE CAXIAS,25.085-135,20/10/1995,ATIVA
01612234000152,CONCESSIONARIA DA RODOVIA DOS LAGOS S/A,VIA LAGOS,RJ,RIO BONITO,28.800-000,10/12/1996,ATIVA
00974211000125,LINHA AMARELA S.A. - LAMSA,LAMSA,RJ,RIO DE JANEIRO,20.745-150,06/12/1995,ATIVA
03604733000476,SINDICATO NACIONAL DOS TAXISTAS SINTAX,SINTAX-MG,MG,BELO HORIZONTE,31.842-505,27/05/1996,ATIVA
15440708000130,CONCESSIONARIA VIARIO S.A.,,RJ,RIO DE JANEIRO,21.741-172,27/04/2012,ATIVA
,12589675887,,,,,,
63401665000550,BECHARA SULEIMAN & CIA LTDA,MONTREAL DISTRIBUIDORA,CE,FORTALEZA,60.410-424,26/03/2004,ATIVA
07074792000198,CAIXA BENEFICENTE DOS MILITARES DO CEARA,CABEMCE,CE,FORTALEZA,60.191-070,26/11/1971,ATIVA
05493704000248,COMERCIAL PI DE PAPEIS E INFORMATICA EIRELI,PAPELARIA E LIVRARIA J A,DF,BRASILIA,70.740-680,07/12/2012,ATIVA
07040108000157,COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,CAGECE,CE,FORTALEZA,60.422-700,08/09/1971,ATIVA
33014556021274,LOJAS AMERICANAS S.A.,,CE,FORTALEZA,60.015-290,05/08/2004,ATIVA
10462976000563,MAQUILAR COM DE MAQUINAS P ESC E ASSISTENCIA TEC LTDA,MAQUILAR,CE,FORTALEZA,60.015-000,02/06/2014,ATIVA
07342785001010,SODINE SOCIEDADE DISTRIBUIDORA DO NORDESTE LTDA,SODINE STORE,CE,FORTALEZA,60.822-131,29/10/2008,ATIVA
07345028000100,J. I. M. COMERCIO DE PETROLEO LTDA,POSTO SAO JORGE III,CE,BEBERIBE,62.840-000,26/06/1996,ATIVA
09075858000190,AUTO POSTO ORIGINAL DERIVADOS DE PETROLEO LTDA,ORIGINAL AUTO POSTO B-4,DF,BRASILIA,72.135-210,19/09/2007,ATIVA
04352848000130,AUTO POSTO VARZEA ALEGRE LTDA,,CE,VARZEA ALEGRE,63.540-000,20/03/2001,ATIVA
04298405000109,BALEIA DISTRIBUIDORA DE DERIVADOS DE PETROLEO LTDA,POSTO BALEIA,CE,ITAPIPOCA,62.500-000,16/02/2001,ATIVA
05397086000151,BEZERRA & MENDES COMERCIAL DE PETROLEO LTDA,POSTO BRASIL,CE,MARACANAU,61.912-000,19/11/2002,ATIVA
02983618000144,BRISA PETROLEO LTDA,BRISA PETROLEO,CE,FORTALEZA,60.764-020,11/01/1999,ATIVA
00595462000107,CARNE DE SOL 111 LTDA,CARNE DE SOL 111,DF,BRASILIA,70.374-520,07/07/1980,ATIVA
00306597001330,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,,DF,BRASILIA,72.015-034,27/02/1980,ATIVA
35075597000380,CAUIPE REVENDEDORA DE PETROLEO LTDA,POSTO CAUIPE,CE,FORTALEZA,60.015-290,06/07/2005,ATIVA
07122559000133,CHAC COMERCIAL DE COMBUSTIVEIS LTDA,POSTO ITAPERY,CE,FORTALEZA,60.761-191,29/10/1982,ATIVA
05784072000190,COMERCIAL CAVALCANTE DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO SAO GONCALO,CE,SAO GONCALO DO AMARANTE,62.670-000,18/07/2003,ATIVA
09336183000195,COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA.,POSTO SETE CARIOCA,CE,FORTALEZA,60.860-000,24/01/2008,ATIVA
05544293000191,COMERCIAL PINHEIRO DE PETROLEO LTDA,POSTO MYRABOR,CE,JAGUARETAMA,63.480-000,18/02/2003,ATIVA
63456560000256,COMERCIAL RECAMONDE DERIVADOS DE PETROLEO LTDA,,CE,FORTALEZA,60.335-480,30/08/2006,ATIVA
07301763000111,COMERCIO DE COMBUSTIVEIS BANDEIRA BRANCA LTDA,,CE,MASSAPE,62.140-000,22/02/2005,ATIVA
12255543000210,DIAS E ROMA LTDA,POSTO CEASA,CE,MARACANAU,61.901-410,04/09/1995,ATIVA
06134995000160,DISTRIBUIDORA ARACATIENSE DE GAS E DERIVADOS DE PETROLEO LTDA,POSTO ARACATI,CE,ARACATI,62.800-000,24/11/2003,ATIVA
07332331000178,FORTAL AUTOMOVEIS LTDA,FORTAL & CIA,CE,FORTALEZA,60.415-390,03/11/1969,ATIVA
03773814000157,FT COMERCIO DE PETROLEO LTDA,POSTO NOVO,CE,FORTALEZA,60.325-000,26/04/2000,ATIVA
19413016000154,HE DERIVADOS DE PETROLEO EIRELI,POSTO LAGOA SECA,CE,JUAZEIRO DO NORTE,63.020-000,11/12/2013,ATIVA
01114135000140,IVETE SOUSA CORDEIRO,,CE,SANTANA DO ACARAU,62.150-000,24/03/1996,ATIVA
26797802000168,J S BOTAO COMERCIAL DE COMBUSTIVEIS EIRELI,POSTO SAO LUIZ,CE,JAGUARIBE,63.475-000,04/01/2017,ATIVA
05352158000225,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,CE,FORTALEZA,60.191-070,17/01/1995,ATIVA
02487286000107,M S PETROLEO LTDA,POSTO SUL,CE,FORTALEZA,60.055-264,22/04/1998,ATIVA
11259188000103,MACK COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO MAIS,CE,FORTALEZA,60.410-691,06/10/2009,ATIVA
10437790000120,NPM COMERCIAL DE COMBUSTIVEIS LTDA,NPM COMERCIAL,CE,LAVRAS DA MANGABEIRA,63.300-000,29/10/2008,ATIVA
07840507000445,ORGANIZACAO DE COMBUSTIVEIS E PECAS LTDA,,CE,FORTALEZA,60.740-000,15/05/1985,ATIVA
00071655000150,ORGANIZACAO NERI DE PETROLEO LTDA,POSTO PRAIA DE IRACEMA,CE,FORTALEZA,60.165-050,20/05/1994,ATIVA
06046590000170,PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.,POSTO SAO MIGUEL,CE,CRATO,63.100-970,15/12/2003,ATIVA
07570519000154,PARAJANA COMERCIAL DE DERIVADOS DE PETROLEO LTDA,POSTO PARAJANA,CE,FORTALEZA,60.741-575,12/08/2005,ATIVA
07981061000126,PETROPEL PETROLEO AUTO PECAS LTDA,,CE,CRATEUS,63.700-000,03/02/1975,ATIVA
04307362000180,PN10 COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO NOTA 10,CE,FORTALEZA,60.411-136,01/03/2001,ATIVA
03524403000128,MILLENNIUM PETROLEO LTDA,,CE,FORTALEZA,60.864-310,24/11/1999,ATIVA
41560566000155,DISTRIBUIDORA CANAA DE COMBUSTIVEIS LTDA,POSTO CANAA,CE,FORTALEZA,60.135-102,25/08/1992,ATIVA
09497421000144,POSTO DE COMBUSTIVEIS CACIQUE LTDA,,CE,CHOROZINHO,62.875-000,18/10/1979,ATIVA
69714822000130,POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA,POSTO DE COMBUSTIVEL SAO CRISTOVAO,CE,CRATEUS,63.700-000,23/03/1993,ATIVA
10537108000171,POSTO DUNAS LTDA,,CE,FORTALEZA,60.864-310,15/05/1986,ATIVA
01699009000103,POSTO IRMAOS LEITAO LTDA,POSTO BEIRA RIO,CE,CRATEUS,63.700-000,30/01/1997,ATIVA
14506559000100,MACUXI COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,POSTO MACUXI,CE,FORTALEZA,60.130-241,20/10/2011,ATIVA
03656588000124,POSTO MORROS LTDA,POSTO MORROS,MA,MORROS,65.160-000,11/02/2000,ATIVA
01914855000190,POSTO PRINCESA DO NORTE LTDA,,CE,SOBRAL,62.010-310,23/06/1997,ATIVA
04369988000464,POSTO SIM LTDA,,CE,CANINDE,62.700-000,29/07/2009,ATIVA
02942401000196,R.M. MACEDO PETROLEO EIRELI,AEROPOSTO,CE,JUAZEIRO DO NORTE,63.020-470,12/01/1999,ATIVA
01952847000139,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA,,CE,FORTALEZA,60.020-181,08/07/1997,ATIVA
41311770000132,SAMYA COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO LLG,CE,FORTALEZA,60.741-005,22/10/1991,ATIVA
07240641000596,SOBRAL & PALACIO PETROLEO LTDA,POSTO MODELO 2001,CE,FORTALEZA,60.120-002,23/12/1970,ATIVA
07240641003773,SOBRAL & PALACIO PETROLEO LTDA,POSTO NOSSA SENHORA DA GLORIA,CE,FORTALEZA,60.822-130,03/07/2006,ATIVA
07240641003854,SOBRAL & PALACIO PETROLEO LTDA,POSTO BEZERRA DE MENEZES,CE,FORTALEZA,60.325-000,03/07/2006,ATIVA
07111605000107,SOUSA & ALVES COMERCIO DE DERIVADOS DE PETROLEO LTDA,,DF,BRASILIA,72.215-150,22/11/2004,ATIVA
07728660000132,TORRES E CIA,,CE,SENADOR POMPEU,63.600-000,27/08/1975,ATIVA
04314770000240,TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,,CE,JUAZEIRO DO NORTE,63.041-140,31/08/2004,ATIVA
20917923000110,UIRAPURU COMERCIO DE COMBUSTIVEIS LTDA,POSTO UIRAPURU,CE,FORTALEZA,60.861-212,27/08/2014,ATIVA
00293343000272,WR PETROLEO E DERIVADOS LTDA,WR PETROLEO E DERIVADOS LTDA,CE,JUAZEIRO DO NORTE,63.040-540,21/09/2010,ATIVA
11477421000124,ROCHELLE SILVA DE VASCONCELOS,RSV GESTAO PUBLICA,CE,FORTALEZA,60.810-050,20/01/2010,ATIVA
02265372000175,ELLITE COMERCIO E SERVICOS GRAFICOS LTDA,ELLITE,DF,BRASILIA,70.340-901,04/12/1997,ATIVA
13855372000141,"FJ RADIODIFUSAO, CONSULTORIA, PUBLICIDADE E EVENTOS LTDA","FJ RADIODIFUSAO, CONSULTORIA, PUBLICIDADE E EVENTOS",CE,FORTALEZA,60.130-001,22/06/2011,ATIVA
10294714000103,M A B COSTA,55 OITOCINCO EVENTOS E ASSESSORIA,CE,FORTALEZA,60.175-000,25/08/2008,ATIVA
07545429000103,RADIO CAMPO MAIOR DE QUIXERAMOBIM LTDA,,CE,QUIXERAMOBIM,63.800-000,16/07/1984,ATIVA
23552250000130,RADIO CULTURA DE QUIXADA LTDA,,CE,QUIXADA,63.900-237,28/12/1988,ATIVA
07038870000107,REDE INDEPENDENTE DE JORNAIS DO NORDESTE LTDA,JORNAL O ESTADO,CE,FORTALEZA,60.115-081,20/08/1971,ATIVA
21548793000158,REDE PLUS BRASIL DE COMUNICACAO LTDA.,REDE PLUS BRASIL,CE,FORTALEZA,60.135-208,10/12/2014,ATIVA
26890271000153,ROBERTO BARROS NEVES FILHO 02920464302,ROBERTO BARROS,CE,FORTALEZA,60.834-510,17/01/2017,ATIVA
22259454000114,TACIANO CLECIO XAVIER DE OLIVEIRA,,CE,JUAZEIRO DO NORTE,63.050-010,14/04/2015,ATIVA
09296295000240,AZUL LINHAS AEREAS BRASILEIRAS S.A.,,SP,CAMPINAS,13.052-970,01/10/2008,ATIVA
07209299000138,EDITORA VERDES MARES LTDA,,CE,FORTALEZA,60.135-690,17/09/1973,ATIVA
13975418000166,RESTAURANTE ASSADOS DA 109 SUL LTDA,ASSADOS E GRELHADOS,DF,BRASILIA,70.372-530,15/07/2011,ATIVA
08589117000164,BAR E RESTAURANTE CARNE DE SOL BANDEIRANTE LTDA,PARAIBA CARNE DE SOL,DF,BRASILIA,71.736-200,21/12/2006,ATIVA
73696924000148,BIG CAMARAO RESTAURANTE LTDA,BIG CAMARAO,CE,FORTALEZA,60.130-241,16/11/1993,ATIVA
25199121000135,ADILSON SIDNEI AULER,,DF,BRASILIA,70.239-510,13/07/2016,ATIVA
02454285000166,CHURRASCARIA POTENCIA DO SUL LTDA,,DF,BRASILIA,70.610-000,06/04/1998,ATIVA
18458516000140,JULIO ODIR NECKEL DE FREITAS,BAR DEVASSA,DF,BRASILIA,72.162-329,01/07/2013,ATIVA
00901557000101,F C HOLANDA MACEDO,,CE,TIANGUA,62.320-000,10/11/1995,ATIVA
13144073000107,FIM SOARES COMERCIO DE ALIMENTOS LTDA,SABOR CASEIRO,CE,CAUCAIA,61.658-007,21/01/2011,ATIVA
10276500000104,R M BATISTA,PICANHA DO RAILSON,CE,FORTALEZA,60.050-130,14/08/2008,ATIVA
03072024000144,MARIA IONETE GOMES DE HOLANDA VITAL EIRELI,COZINHA MAGICA,CE,FORTALEZA,60.015-290,25/02/1999,ATIVA
41548140000186,MD COMERCIO DE ALIMENTOS EIRELI,BABAGULA,,,,24/06/1992,BAIXADA
13605354000101,P A MARTINS,RESTAURANTE COISAS DO SERTAO,CE,JUAZEIRO DO NORTE,63.022-010,07/04/2011,ATIVA
19481684000119,PATRICIA ALBUQUERQUE FERREIRA 50862537215,PANF`S SERVICOS,CE,FORTALEZA,60.015-108,07/01/2014,ATIVA
17724707000143,RAXI COMERCIO DE ALIMENTOS LTDA.,RAXI,CE,FORTALEZA,60.740-020,11/03/2013,ATIVA
18211077000176,FU WA RESTAURANTE CHINES LTDA,REI DO KIBE,DF,BRASILIA,71.200-070,27/05/2013,ATIVA
14560219000150,RESTAURANTE CACIQUE LTDA,RESTAURANTE CACIQUE,CE,CHOROZINHO,62.875-000,26/10/2011,ATIVA
03363229000189,RESTAURANTE GREEN GARDEN EIRELI,NOVO FOGAO,CE,FORTALEZA,60.120-000,25/08/1999,ATIVA
07027378000128,VERDE VALE HOTEL S/A,,CE,JUAZEIRO DO NORTE,63.040-540,09/08/1982,ATIVA
02754593000107,C. S. V. S. - COMERCIO E SERVICOS DE HOTELARIA LTDA,C.S.V.S.,CE,SOBRAL,62.010-560,24/09/1998,ATIVA
04163195000141,TATIANA PEREIRA LIMA,HOTEL CABANA,PI,TERESINA,64.022-145,28/11/2000,ATIVA
11099738000174,CAVALCANTE PARK HOTEL LTDA,CAVALCANTE PARK HOTEL,CE,CRATEUS,63.700-000,20/08/2009,ATIVA
01535951000128,R.A GURGEL DE OLIVEIRA HOTEIS,POUSADA CLASSIC,CE,LIMOEIRO DO NORTE,62.930-000,18/11/1996,ATIVA
20035784000109,JRX SANTOS,CONFORT HOTEL,CE,CRATEUS,63.700-000,27/03/2014,ATIVA
11739109000161,IDEAL PRAIA HOTEL LTDA,,CE,FORTALEZA,60.160-070,23/12/1986,ATIVA
08250784000118,IMPERIAL HOTEL E TURISMO EIRELI,VALE DAS PEDRAS HOTEL DE QUIXADA,CE,QUIXADA,63.900-000,23/08/2006,ATIVA
02466868000107,MENEZES & AMARANTE LTDA,HOTEL HAVENNA,CE,IGUATU,63.505-190,01/04/1998,ATIVA
07972189000123,FRANCISCO MARCLEUTON JACO HOLANDA,,CE,QUIXADA,63.900-000,07/04/2006,ATIVA
23869831000108,EVANDRO ALVES MESQUITA,POUSADA SAO CRISTOVAO,,,,17/12/2015,BAIXADA
27510039000105,SCP GRAN LENCOIS FLAT RESIDENCE,,MA,BARREIRINHAS,65.590-000,03/04/2017,ATIVA
07382021000168,UIRAPURU TAXI AEREO LTDA,,CE,FORTALEZA,60.422-721,26/02/1973,ATIVA
05531466000137,PRESTADORA DE SERVICOS DE TAXI S/C LTDA,TAXI AEROPORTO DO CARIRI,,,,25/02/2003,BAIXADA
,46638490249,,,,,,
,19815573268,,,,,,
05299796000149,AUTO POSTO ALMENARA LTDA,ALMENARA,DF,BRASILIA,71.710-300,19/09/2002,ATIVA
00306597008343,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,DF,BRASILIA,71.936-250,03/01/2012,ATIVA
00306597004607,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,DF,BRASILIA,71.065-300,03/01/2012,ATIVA
00306597007029,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,DF,BRASILIA,70.857-000,03/01/2012,ATIVA
13640575000110,MAXXI COMERCIO DE DERIVADOS DE PETROLEO LTDA,MAXXI,DF,BRASILIA,71.735-000,11/05/2011,ATIVA
07822636000168,PIONEIRO COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,POSTO BRASILIA PIONEIRO,DF,BRASILIA,71.735-000,11/01/2006,ATIVA
08728379000162,GLOBEX CONSULTORIA GOVERNAMENTAL E LOGISTICA EMPRESARIAL LTDA,GLOBEX BRAZIL,DF,BRASILIA,70.714-900,15/03/2007,ATIVA
09489958000162,CP3 LTDA,CP3,AP,MACAPA,68.900-151,14/03/2008,ATIVA
11004446000100,GRAFICA E EDITORA QUALYTA LTDA,GRAFICA E EDITORA QUALYTA,DF,BRASILIA,71.715-056,20/07/2009,ATIVA
00707083000153,GRAFICA E EDITORA SATURNO LTDA,GRAFICA SATURNO,DF,BRASILIA,71.920-540,07/06/1983,ATIVA
22298879000132,MULATA MARKETING DIGITAL LTDA,MULATA DIGITAL,AP,MACAPA,68.902-861,22/04/2015,ATIVA
12027493000132,SEE IN BOX MIDIA INDOOR TECNOLOGIA E MARKETING LTDA,SEE IN BOX,AP,MACAPA,68.900-070,31/05/2010,ATIVA
14584488000156,S. A. V. RODRIGUES,SPECTRA,AP,MACAPA,68.901-025,08/11/2011,ATIVA
11275734000108,M DE JESUS SILVA,LOCARMINAS,AP,MACAPA,68.900-000,29/10/2009,ATIVA
13822124000102,SIGMA AUTOLOCADORA DE VEICULOS LTDA,SIGMA AUTOLOCADORA,,,,10/06/2011,BAIXADA
,56731973572,,,,,,
04699639000168,CENTRAL PAPELARIA LTDA,CENTRAL PAPELARIA,BA,LAURO DE FREITAS,42.700-000,25/09/2001,ATIVA
24073694002603,CIL - COMERCIO DE INFORMATICA LTDA,NAGEM INFORMATICA,BA,SALVADOR,41.730-101,03/02/2009,ATIVA
40432544008121,CLARO S.A.,,BA,SALVADOR,41.820-020,25/07/2005,ATIVA
20429476000150,CONDOMINIO MANHATTAN SQUARE WALL STREET,WALL STREET,BA,SALVADOR,41.730-101,14/08/2013,ATIVA
,24322202500,,,,,,
